,Price,Make,Model,Year,Mileage,Fuel Type,Body Type,Engine Size (Litres),Power
2233,6700.0,Suzuki,Swift,2011,136793.9,Petrol,Hatchback,1.2,94.0
2234,14499.0,Toyota,Aqua,2018,101388.42,Petrol Hybrid,Hatchback,1.5,
2236,16950.0,Citroen,Dispatch,2018,28904.0,Diesel,Van,1.6,
2238,16699.0,Volkswagen,Polo,2017,24140.1,Petrol,Hatchback,1.2,
2239,16999.0,Audi,A3,2015,107825.78,Petrol,Hatchback,1.4,
2240,17999.0,Audi,A3,2015,104607.1,Petrol,Hatchback,1.4,
2241,14499.0,Toyota,Prius,2013,107825.78,Petrol Hybrid,MPV,1.8,136.0
2242,52799.0,Audi,Q3,2023,,Hybrid,SUV,1.4,
2243,11999.0,Volkswagen,Polo,2014,72420.3,Petrol,Hatchback,1.2,60.0
2244,1150.0,Hyundai,Coupe,2006,157000.0,Petrol,Coupe,1.6,
2248,11056.5,Volkswagen,Passat,2014,73000.0,Diesel,Coupe,2.0,
2253,21995.0,Volkswagen,Golf,2018,58685.0,Petrol,Hatchback,1.0,110.0
2258,32900.0,KIA,Sportage,2020,25522.0,Diesel,SUV,1.6,115.0
2260,10500.0,Dacia,Duster,2016,123000.0,Diesel,SUV,1.5,110.0
2261,7000.0,Suzuki,Swift,2015,119500.0,Petrol,Hatchback,1.2,94.0
2264,12490.0,Mazda,2,2016,114224.5158,Petrol,MPV,1.3,63.0
2267,9995.0,Ford,S-MAX,2013,214759.9856,Diesel,MPV,2.0,140.0
2268,69888.0,Toyota,Highlander,2021,17476.0,Hybrid,Estate,2.5,246.0
2269,10749.0,Renault,Captur,2014,97449.0,Petrol,Hatchback,1.0,90.0
2275,5300.0,Renault,Trafic,2015,,Diesel,MPV,1.6,
2276,29995.0,Mitsubishi,Outlander,2018,118800.0,Diesel,SUV,2.3,150.0
2279,8995.0,SEAT,Ibiza,2014,147411.0,Diesel,MPV,1.2,75.0
2285,32450.0,Skoda,Karoq,2018,43000.0,Diesel,Estate,2.0,150.0
2286,18950.0,Mini,Cooper,2016,85000.0,Diesel,Cabriolet,1.5,
2287,51950.0,Porsche,Macan,2017,137000.0,Diesel,SUV,3.0,258.0
2288,21950.0,Mercedes,GLA-Class,2015,99000.0,Diesel,SUV,2.1,136.0
2289,19995.0,Toyota,Camry,2016,116924.0,Hybrid,Saloon,2.5,152.0
2291,52950.0,Land Rover,Discovery,2018,131000.0,Diesel,SUV,2.0,240.0
2294,16950.0,SEAT,Leon,2016,167371.36,Diesel,Hatchback,2.0,184.0
2298,16500.0,Volkswagen,Touareg,2011,265541.1,Diesel,SUV,3.0,
2300,34995.0,Volkswagen,Golf,2018,59117.49556,Petrol,Hatchback,2.0,230.0
2301,12995.0,Fiat,500,2017,58512.0,Petrol,Hatchback,1.2,69.0
2302,35168.0,Renault,Captur,2022,0.0,Petrol,Crossover,1.0,90.0
2303,35950.0,BMW,X2,2019,25700.0,Diesel,SUV,2.0,150.0
2305,16950.0,Nissan,Micra,2019,41000.0,Petrol,Hatchback,1.0,100.0
2306,21950.0,Hyundai,Tucson,2016,108000.0,Diesel,SUV,1.7,115.0
2307,35995.0,BMW,X2,2018,93027.0,Diesel,SUV,2.0,150.0
2308,4400.0,Nissan,Qashqai,2010,250461.0,Diesel,Hatchback,1.5,
2309,44950.0,Mercedes,GLC-Class,2018,88513.7,Diesel,SUV,2.1,170.0
2310,37995.0,BMW,5-Series,2018,62764.26,Petrol Plug-in Hybrid,Saloon,2.0,252.0
2311,26950.0,Jaguar,XE,2017,63890.798,Diesel,Saloon,2.0,180.0
2312,15000.0,Mitsubishi,L200,2013,294509.22,Diesel,Crew Cab,2.5,
2313,9995.0,Volkswagen,Golf,2013,209336.5098,Diesel,Estate,1.6,105.0
2314,23495.0,Opel,Grandland X,2018,69394.0,Diesel,Hatchback,1.6,
2315,100.0,Opel,Corsa,2015,,Petrol,Hatchback,1.4,90.0
2316,5495.0,Opel,Zafira,2012,118000.0,Diesel,MPV,1.7,110.0
2317,13490.0,Ford,C-MAX,2015,29935.0,Diesel,MPV,1.5,95.0
2319,29995.0,Volkswagen,T-CROSS,2020,18100.0,Petrol,SUV,1.0,115.0
2320,11785.0,Subaru,Forester,2016,144000.0,Diesel,Van,2.0,
2322,4550.0,Volkswagen,Golf,2011,302555.92,Diesel,Hatchback,1.6,105.0
2323,19995.0,Volkswagen,Passat,2018,211895.3604,Diesel,Saloon,2.0,150.0
2325,9959.0,Renault,Kangoo,2017,123260.9599,Diesel,Van,1.5,
2326,13995.0,Honda,Shuttle,2016,81122.0,Hybrid,MPV,1.5,
2327,12995.0,Ford,Fiesta,2016,79500.0,Petrol,Hatchback,1.0,
2328,35168.0,Renault,Captur,2022,0.0,Petrol,Crossover,1.0,90.0
2329,24950.0,Nissan,Qashqai,2019,63651.0,Diesel,MPV,1.5,110.0
2330,14950.0,Opel,Astra,2017,26461.0,Petrol,Hatchback,1.4,100.0
2331,23950.0,Nissan,Qashqai,2018,57948.0,Diesel,MPV,1.5,110.0
2332,14950.0,Toyota,Yaris,2019,145464.0,Petrol,Hatchback,1.0,72.0
2333,17950.0,Toyota,Yaris,2019,21464.0,Petrol,Hatchback,1.0,72.0
2334,43950.0,Toyota,Landcruiser,2016,210776.0,Diesel,Van,2.8,
2335,19950.0,Toyota,Auris,2017,47565.0,Hybrid,MPV,1.8,136.0
2336,52845.0,Toyota,Landcruiser,2018,57561.0,Diesel,Van,2.8,
2337,22950.0,Toyota,Prius,2018,97327.0,Hybrid,Hatchback,1.8,136.0
2338,38950.0,Toyota,Landcruiser,2018,113093.0,Diesel,Van,2.8,
2339,13950.0,Toyota,Auris,2015,191909.0,Diesel,Hatchback,1.4,90.0
2340,17845.0,Toyota,Proace,2021,21765.0,Diesel,SUV,1.5,
2341,11950.0,Skoda,Fabia,2017,38122.0,Petrol,Hatchback,1.0,60.0
2342,9450.0,Toyota,Yaris,2014,136116.0,Petrol,Hatchback,1.0,69.0
2343,13450.0,Toyota,Auris,2015,133829.0,Petrol,Hatchback,1.3,99.0
2344,15449.0,Honda,Civic,2016,151560.0,Diesel,Estate,1.6,120.0
2345,13495.0,Nissan,Note,2016,63855.0,Petrol,MPV,1.2,98.0
2346,10950.0,Toyota,Corolla,2014,215904.0,Diesel,Saloon,1.4,90.0
2347,19450.0,Toyota,Corolla,2018,89091.0,Petrol,Saloon,1.3,99.0
2348,29950.0,Nissan,X-Trail,2018,70133.0,Diesel,Estate,1.6,130.0
2349,25450.0,Toyota,RAV4,2018,108507.0,Diesel,SUV,2.0,143.0
2350,2999.0,Nissan,Micra,1985,72420.3,Petrol,Hatchback,1.0,
2351,4450.0,Ford,Transit,2014,150000.0,Diesel,Van,2.2,
2352,5000.0,Toyota,Yaris,2011,126000.0,Petrol,Hatchback,1.0,69.0
2353,17250.0,Audi,A6,2015,220000.0,Diesel,Saloon,2.0,190.0
2354,16900.0,Volkswagen,Passat,2016,152536.0,Diesel,Saloon,1.6,120.0
2356,50995.0,Mercedes,E-Class,2019,61000.0,Diesel,Coupe,2.0,194.0
2357,4750.0,Volkswagen,Caddy,2012,292063.0,Diesel,MPV,1.6,
2359,11850.0,Toyota,Aqua,2017,122309.84,Petrol Hybrid,Hatchback,1.5,112.0
2360,3850.0,Renault,Clio,2010,85.0,Ethanol Petrol,Hatchback,1.1,
2361,17500.0,Audi,A4,2016,202000.0,Diesel,Saloon,2.0,150.0
2363,6800.0,Toyota,Celica,1991,250.0,Petrol,Coupe,2.0,
2364,34950.0,Mazda,CX-5,2019,,Petrol,SUV,2.0,165.0
2365,76950.0,Land Rover,Defender,2022,850.0,Diesel,Van,3.0,
2366,8950.0,Toyota,Aqua,2013,113000.0,Petrol Hybrid,Hatchback,1.5,112.0
2367,20445.0,Renault,Clio,2022,4917.0,Petrol,Hatchback,1.0,90.0
2368,9995.0,Volkswagen,Up!,2015,58097.174,Petrol,Hatchback,1.0,
2369,14495.0,Mercedes,B-Class,2013,72420.3,Petrol,Hatchback,1.6,
2370,13495.0,Volkswagen,Polo,2015,101388.42,Petrol,Hatchback,1.2,
2371,9995.0,Volkswagen,Polo,2012,88513.7,Petrol,Hatchback,1.2,
2372,13495.0,Volkswagen,Golf,2013,109435.12,Petrol,Hatchback,1.2,
2373,13995.0,BMW,1-Series,2014,144840.6,Petrol,Hatchback,1.6,
2374,11495.0,Audi,A3,2012,70810.96,Petrol,Hatchback,1.4,
2375,19995.0,Toyota,Prius,2017,90327.0,Hybrid,Hatchback,1.8,122.0
2376,12995.0,Audi,A1,2013,96560.4,Petrol,Hatchback,1.4,
2377,11495.0,Audi,A3,2013,140012.58,Petrol,Hatchback,1.4,
2378,3650.0,Mercedes,E-Class,2008,468285.7532,Petrol,Saloon,1.8,
2379,3450.0,Renault,Fluence,2012,274000.0,Diesel,Saloon,1.5,90.0
2380,3500.0,Renault,Megane,2010,237566.0,Diesel,Hatchback,1.5,
2381,11995.0,Volkswagen,Polo,2014,69201.62,Petrol,Hatchback,1.2,
2382,11795.0,Toyota,Aqua,2017,123114.51,Petrol Hybrid,Hatchback,1.5,
2383,28000.0,Volkswagen,Passat,2018,50130.941,Diesel,Saloon,2.0,150.0
2384,14995.0,BMW,5-Series,2014,191450.0,Diesel,Saloon,2.0,143.0
2385,25500.0,Volkswagen,Crafter,2018,182660.09,Diesel,Van,2.0,
2386,11895.0,Toyota,Aqua,2017,104607.1,Petrol Hybrid,Hatchback,1.5,
2387,7995.0,Peugeot,2008,2014,135221.0,Diesel,Hatchback,1.4,68.0
2388,12995.0,Volkswagen,Polo,2015,90123.04,Petrol,Hatchback,1.2,
2389,2100.0,Nissan,Note,2008,357000.0,Petrol,MPV,1.4,
2390,14495.0,Volkswagen,Polo,2016,53108.22,Petrol,Hatchback,1.2,
2391,12995.0,Volkswagen,Polo,2015,70810.96,Petrol,Hatchback,1.2,
2392,11950.0,Citroen,C4,2016,186522.0,Diesel,Hatchback,1.6,92.0
2393,11995.0,Toyota,Aqua,2017,111044.46,Petrol Hybrid,Hatchback,1.5,
2395,13495.0,Volkswagen,Polo,2015,90123.04,Petrol,Hatchback,1.2,
2396,32950.0,Volkswagen,Golf,2020,27387.0,Petrol,Hatchback,1.5,150.0
2397,13450.0,Ford,KA,2017,25500.0,Petrol,Hatchback,1.2,85.0
2398,12995.0,Mazda,Demio,2015,109435.12,Diesel,Hatchback,1.5,
2399,18995.0,Toyota,Prius,2017,123919.18,Petrol Hybrid,Saloon,1.8,
2400,12995.0,Volkswagen,Polo,2015,149668.62,Petrol,Hatchback,1.2,
2401,35168.0,Renault,Captur,2022,0.0,Petrol,Crossover,1.0,90.0
2402,2299.0,Nissan,Primastar,2005,209.2142,Diesel,MPV,1.9,
2403,25895.0,Hyundai,Bayon,2022,17.70274,Petrol,Hatchback,1.2,
2404,19950.0,Ford,Transit,2019,64712.0,Diesel,Van,2.0,
2405,2200.0,Skoda,Octavia,2010,305774.6,Diesel,Hatchback,1.6,
2406,16495.0,Volkswagen,Polo,2017,45061.52,Petrol,Hatchback,1.2,
2407,10995.0,Toyota,Aqua,2016,125528.52,Petrol Hybrid,Hatchback,1.5,
2408,8795.0,Nissan,March,2016,111044.46,Petrol,Hatchback,1.2,
2409,11995.0,Audi,A1,2012,96560.4,Petrol,Hatchback,1.4,
2410,7995.0,Volkswagen,Up!,2014,67592.28,Petrol,Hatchback,1.0,
2411,6950.0,Opel,Astra,2015,289380.2534,Diesel,Hatchback,1.2,95.0
2412,9495.0,Mazda,Demio,2014,106216.44,Petrol,Hatchback,1.3,
2413,26995.0,BMW,3-Series,2016,79000.0,Petrol Plug-in Hybrid,Saloon,2.0,252.0
2414,2500.0,Ford,Mondeo,2008,193121.0,Petrol,Saloon,1.6,
2415,7495.0,Volkswagen,Up!,2013,80467.0,Petrol,Hatchback,1.0,
2416,9495.0,Mazda,Demio,2014,114263.14,Petrol,Hatchback,1.3,
2417,23283.0,Volkswagen,Passat,2019,65381.04684,Diesel,Saloon,2.0,150.0
2419,8995.0,Volkswagen,Up!,2014,125528.52,Petrol,Hatchback,1.0,
2420,11995.0,Audi,A1,2012,90123.04,Petrol,Hatchback,1.4,
2421,8995.0,Mazda,Demio,2014,122309.84,Petrol,Hatchback,1.3,
2422,1150.0,Toyota,Avensis,2005,200000.0,Petrol,Saloon,1.6,
2423,12995.0,Volkswagen,Polo,2015,117481.82,Petrol,Hatchback,1.2,
2424,12995.0,Audi,A3,2013,46670.86,Petrol,Hatchback,1.4,
2425,13950.0,Mitsubishi,Outlander,2014,154496.64,Diesel,SUV,2.3,150.0
2426,8750.0,Volkswagen,Up!,2015,67592.28,Petrol,Hatchback,1.0,
2427,25950.0,Citroen,Dispatch,2021,6025.0,Diesel,Van,2.0,
2428,27950.0,Citroen,C4,2022,14500.0,Diesel,Hatchback,1.5,131.0
2429,8000.0,Volkswagen,Passat,2013,180529.0,Diesel,Saloon,1.6,105.0
2430,23490.0,Citroen,Relay,2022,0.0,Diesel,Van,2.2,
2431,8495.0,Mazda,Demio,2013,101388.42,Petrol,Hatchback,1.3,
2432,23490.0,Citroen,Relay,2022,0.0,Diesel,Van,2.2,
2433,18950.0,Renault,Master,2017,125000.0,Diesel,MPV,2.3,
2434,10950.0,Volkswagen,Golf,2016,119500.0,Diesel,Van,1.6,
2435,10950.0,Volkswagen,Golf,2016,95565.0,Diesel,Van,1.6,
2436,13995.0,Honda,Fit,2017,94951.06,Petrol Hybrid,Hatchback,1.5,
2437,34175.0,Opel,Movano,2022,0.0,Diesel,Van,2.2,
2438,35780.0,MAXUS,DELIVER 9,2022,0.0,Diesel,Van,2.0,
2439,12495.0,Peugeot,Partner,2018,89400.0,Diesel,Van,1.6,
2440,19950.0,Opel,Vivaro,2019,69500.0,Diesel,Van,1.6,
2441,5850.0,Mazda,6,2011,157484.0,Diesel,Hatchback,2.2,129.0
2442,28995.0,Nissan,Qashqai,2020,24449.0,Petrol,MPV,1.3,160.0
2443,27640.0,Opel,Movano,2022,0.0,Diesel,Van,2.2,
2444,27640.0,Opel,Movano,2022,0.0,Diesel,Van,2.2,
2445,14950.0,Renault,Trafic,2017,97450.0,Diesel,Van,1.6,
2446,16950.0,Renault,Master,2017,125000.0,Diesel,Van,2.3,
2447,8650.0,Dacia,Sandero,2015,192000.0,Diesel,Hatchback,1.5,90.0
2448,19950.0,Toyota,Proace,2019,105000.0,Diesel,Van,2.0,
2449,14950.0,Volkswagen,Passat,2015,237.0,Diesel,Jeep,2.0,150.0
2450,23490.0,Citroen,Relay,2022,0.0,Diesel,Van,2.2,
2451,14950.0,Renault,Trafic,2017,97450.0,Diesel,MPV,1.6,
2452,14950.0,Opel,Movano,2017,139000.0,Diesel,MPV,2.3,
2453,23490.0,Citroen,Relay,2022,0.0,Diesel,Van,2.2,
2454,16950.0,Citroen,Dispatch,2019,49500.0,Diesel,Van,1.6,
2455,27995.0,MAXUS,DELIVER 9,2022,0.0,Diesel,Van,2.3,
2456,27995.0,MAXUS,DELIVER 9,2022,0.0,Diesel,Van,2.0,
2457,27995.0,MAXUS,DELIVER 9,2022,0.0,Diesel,Van,2.0,
2459,27995.0,MAXUS,DELIVER 9,2022,0.0,Diesel,Van,2.0,
2460,27995.0,MAXUS,DELIVER 9,2022,0.0,Diesel,Van,2.0,
2461,27995.0,MAXUS,DELIVER 9,2022,0.0,Diesel,Van,2.0,
2462,28995.0,MAXUS,DELIVER 9,2022,0.0,Diesel,Van,2.0,
2463,28995.0,MAXUS,DELIVER 9,2022,0.0,Diesel,Van,2.0,
2466,28995.0,MAXUS,DELIVER 9,2022,0.0,Diesel,Van,2.0,
2467,28995.0,MAXUS,DELIVER 9,2022,0.0,Diesel,Van,2.0,
2468,28995.0,MAXUS,DELIVER 9,2022,0.0,Diesel,Van,2.0,
2469,28995.0,MAXUS,DELIVER 9,2022,0.0,Diesel,Van,2.0,
2470,4999.0,Ford,C-MAX,2011,283243.84,Diesel,MPV,1.6,95.0
2471,28.0,Opel,Vivaro,2022,,Diesel,Van,,
2472,28995.0,MAXUS,DELIVER 9,2022,0.0,Diesel,Van,2.0,
2473,27750.0,MAXUS,e Deliver 3,2022,1500.0,Electric,Van,,
2474,26450.0,Land Rover,Range Rover Evoque,2017,157105.3801,Diesel,SUV,2.0,150.0
2475,12900.0,Volkswagen,Tiguan,2014,180000.0,Diesel,SUV,2.0,110.0
2476,16950.0,Citroen,Dispatch,2018,28904.0,Diesel,Van,1.6,
2477,34175.0,Opel,Movano,2022,0.0,Diesel,Van,2.2,
2478,34175.0,Opel,Movano,2022,0.0,Diesel,Van,2.2,
2479,34175.0,Opel,Movano,2022,0.0,Diesel,Van,2.2,
2480,34175.0,Opel,Movano,2022,0.0,Diesel,Van,2.2,
2481,34175.0,Opel,Movano,2022,0.0,Diesel,Van,2.2,
2482,28890.0,Citroen,Relay,2022,0.0,Diesel,Van,2.0,
2483,28890.0,Citroen,Relay,2022,0.0,Diesel,Van,2.0,
2484,28890.0,Citroen,Relay,2022,0.0,Diesel,Van,2.0,
2485,28890.0,Citroen,Relay,2022,0.0,Diesel,Van,2.0,
2486,50900.0,Volkswagen,Tiguan,2020,29000.0,Diesel,SUV,2.0,150.0
2487,18000.0,Mercedes,A-Class,2016,110000.0,Diesel,Hatchback,1.5,109.0
2488,19000.0,Peugeot,Partner,2018,69000.0,Diesel,MPV,1.6,100.0
2489,12500.0,Land Rover,Discovery,2005,128747.2,Petrol,SUV,4.4,
2490,12995.0,Audi,A1,2013,80467.0,Petrol,Hatchback,1.4,
2491,11795.0,Audi,A1,2012,101388.42,Petrol,Hatchback,1.4,
2492,14995.0,Volkswagen,Polo,2016,59545.58,Petrol,Hatchback,1.2,
2493,10995.0,Volkswagen,Golf,2012,82076.34,Petrol,Hatchback,1.2,
2494,13495.0,Volkswagen,Polo,2015,67592.28,Petrol,Hatchback,1.2,
2495,13995.0,Honda,Fit,2017,80467.0,Petrol Hybrid,Hatchback,1.5,
2496,12995.0,Toyota,Aqua,2017,49100.0,Petrol Hybrid,Hatchback,1.5,
2497,39995.0,Ford,S-MAX,2019,51443.0,Diesel,MPV,2.0,150.0
2498,12995.0,Mazda,Demio,2015,114263.14,Diesel,Hatchback,1.5,
2499,12995.0,Mazda,Demio,2015,119252.094,Diesel,Hatchback,1.5,
2500,16495.0,Audi,A3,2014,96560.4,Petrol,Hatchback,1.4,
2501,60531.0,Volkswagen,Tiguan Allspace,2022,11000.0,Diesel,SUV,2.0,150.0
2502,12500.0,SEAT,Leon,2015,166000.0,Diesel,Estate,1.6,105.0
2504,1250.0,Volvo,90 Series,2004,,Diesel,SUV,2.4,
2505,14995.0,Volkswagen,Golf,2017,187005.308,Diesel,Hatchback,1.6,
2506,33995.0,BMW,5-Series,2018,,Petrol Plug-in Hybrid,Saloon,2.0,252.0
2507,12495.0,Audi,A3,2013,83685.68,Petrol,Hatchback,1.4,
2508,12995.0,Audi,A3,2013,74029.64,Petrol,Hatchback,1.4,
2510,12995.0,Audi,A3,2013,106216.44,Petrol,Hatchback,1.4,
2512,11495.0,Volkswagen,Polo,2014,74029.64,Petrol,Hatchback,1.2,
2514,11495.0,Volkswagen,Polo,2014,115872.48,Petrol,Hatchback,,
2515,9995.0,Volkswagen,Polo,2013,102997.76,Petrol,Hatchback,1.2,
2516,12995.0,Mazda,Demio,2014,106216.44,Diesel,Hatchback,1.5,
2518,25450.0,Vauxhall,Combo,2019,77586.2814,Petrol,MPV,1.2,
2519,29900.0,Volkswagen,Arteon,2018,129792.0,Diesel,Hatchback,2.0,150.0
2522,12600.0,Volkswagen,Golf,2016,250000.0,Diesel,Hatchback,1.6,90.0
2523,12500.0,Nissan,Qashqai,2017,113000.0,Diesel,SUV,1.5,
2524,9950.0,Dacia,Sandero,2019,45446.0,Petrol,Hatchback,1.0,75.0
2526,16495.0,BMW,1-Series,2014,83685.68,Petrol,Hatchback,1.6,
2527,15995.0,Volkswagen,Polo,2017,119091.16,Petrol,Hatchback,1.2,
2528,14495.0,Volkswagen,Golf,2014,115872.48,Petrol,Hatchback,1.2,
2530,9950.0,Hyundai,i40,2014,153774.0463,Diesel,Saloon,1.7,116.0
2531,23950.0,Mercedes,CLA-Class,2015,117002.0,Petrol,Saloon,1.6,
2532,27950.0,Citroen,C4,2022,14500.0,Diesel,Hatchback,1.5,131.0
2533,5900.0,Hyundai,i30,2014,188000.0,Diesel,Van,1.4,
2534,45940.0,Mercedes,E-Class,2018,80000.0,Diesel,Coupe,2.0,194.0
2535,24950.0,Hyundai,Tucson,2018,94000.0,Diesel,SUV,1.7,115.0
2536,5750.0,Ford,Mondeo,2013,289681.2,Diesel,Hatchback,2.0,140.0
2537,3995.0,Ford,Focus,2011,274302.347,Diesel,Hatchback,1.6,90.0
2538,11995.0,Volkswagen,Jetta,2015,,Diesel,Saloon,2.0,110.0
2540,31995.0,Nissan,Qashqai,2021,51034.0,Diesel,MPV,1.5,115.0
2541,11755.0,Mazda,6,2015,144275.0,Diesel,Saloon,2.2,150.0
2542,17000.0,Hyundai,i10,2022,7650.0,Petrol,Hatchback,1.0,67.0
2543,500.0,Opel,Corsa,2007,185000.0,Diesel,Hatchback,1.2,
2544,1000.0,Honda,Civic,2008,55800.0,Petrol,Hatchback,1.3,
2545,14800.0,KIA,Sportage,2015,,Diesel,SUV,1.7,115.0
2546,3950.0,Nissan,Qashqai,2008,101000.0,Petrol,Hatchback,1.6,
2547,22945.0,Volkswagen,Passat,2017,104265.0,Diesel,Saloon,2.0,150.0
2548,9350.0,Honda,Jazz,2014,201000.0,Petrol,Hatchback,1.3,99.0
2549,15450.0,Nissan,Juke,2017,27389.0,Petrol,SUV,1.2,116.0
2550,47995.0,BMW,3-Series,2020,47000.0,Diesel,Saloon,2.0,190.0
2551,14900.0,Volkswagen,Caddy,2018,91000.0,Diesel,MPV,2.0,
2552,6950.0,Ford,Transit,2013,203296.0,Diesel,Van,2.2,
2553,15990.0,BMW,1-Series,2015,188000.0,Petrol,Hatchback,1.6,
2554,35800.0,BMW,X1,2018,35135.0,Diesel,SUV,2.0,150.0
2555,7250.0,Vauxhall,Astra,2012,135267.0,Petrol,Hatchback,1.4,
2556,4995.0,Honda,Civic,2008,130000.0,Petrol,Hatchback,1.8,
2557,17999.0,Ford,Mondeo,2017,218870.24,Diesel,Hatchback,2.0,
2558,1995.0,Volkswagen,Golf,2005,189000.0,Petrol,Hatchback,1.6,
2559,4995.0,Volkswagen,Golf,2008,209000.0,Petrol,Hatchback,1.4,
2561,9499.0,Fiat,500,2015,59219.0,Petrol,Hatchback,1.2,69.0
2562,12499.0,Volkswagen,Golf,2014,166999.6025,Petrol,Hatchback,1.4,140.0
2563,22000.0,Nissan,Leaf,2018,52000.0,Electric,Hatchback,,150.0
2565,26900.0,Ford,Mondeo,2020,66835.8902,Diesel,Hatchback,2.0,
2566,18500.0,Subaru,Impreza,2008,156000.0,Petrol,Estate,2.5,
2568,36995.0,Peugeot,5008,2018,81005.0,Diesel,MPV,1.5,130.0
2569,39950.0,BMW,5-Series,2017,81000.0,Diesel,Saloon,3.0,265.0
2570,39250.0,Volkswagen,ID.3,2020,12799.0,Electric,Estate,,204.0
2571,30495.0,BMW,5-Series,2018,128092.0,Diesel,Saloon,2.0,190.0
2572,2450.0,Citroen,C4,2009,159712.0,Diesel,MPV,1.6,
2573,32900.0,Volkswagen,Golf,2020,60150.0,Petrol,Estate,1.5,150.0
2574,2750.0,Volkswagen,Polo,1999,170590.04,Petrol,Hatchback,1.4,
2575,18995.0,SEAT,Ibiza,2020,26740.0,Petrol,Hatchback,1.0,
2576,6400.0,Volkswagen,Passat,2012,220000.0,Diesel,Estate,1.6,105.0
2577,9999.0,BMW,5-Series,2013,297727.9,Diesel,Saloon,2.0,184.0
2578,27500.0,Audi,A5,2017,82000.0,Diesel,Hatchback,2.0,150.0
2579,20.0,Mercedes,E-Class,2007,,Petrol,Saloon,1.8,
2580,5500.0,Fiat,Punto,2012,104100.0,Petrol,Hatchback,1.2,65.0
2581,7450.0,Renault,Clio,2012,36800.0,Petrol,Hatchback,1.1,75.0
2583,23500.0,Audi,A6,2016,201167.5,Diesel,Saloon,2.0,190.0
2585,4650.0,Audi,A6,2009,386241.6,Diesel,Estate,2.0,
2586,9250.0,Volkswagen,Passat,2014,,Diesel,Saloon,1.6,105.0
2588,39900.0,Volkswagen,Tiguan,2020,38500.0,Petrol,SUV,1.5,150.0
2589,8995.0,Peugeot,3008,2015,201085.4237,Diesel,SUV,1.6,115.0
2590,20950.0,Mercedes,Sprinter,2018,199171.9184,Diesel,Van,2.1,
2591,17500.0,Ford,Kuga,2016,165000.0,Diesel,SUV,2.0,120.0
2592,21650.0,Ford,Kuga,2018,173808.72,Diesel,SUV,1.5,
2593,1000.0,Vauxhall,Insignia,2011,267388.0,Diesel,Hatchback,2.0,
2595,25995.0,Ford,Mondeo,2018,81415.0,Diesel,Hatchback,2.0,
2596,11500.0,Hyundai,i40,2014,151004.0,Diesel,Saloon,1.7,116.0
2597,21995.0,Ford,Focus,2018,47955.0,Diesel,Hatchback,1.5,120.0
2598,19995.0,Toyota,Prius,2017,129177.0,Hybrid,Hatchback,1.8,122.0
2599,100.0,Honda,Integra,2001,,Petrol,Coupe,2.0,
2600,26995.0,Audi,Q3,2018,99345.0,Diesel,SUV,2.0,
2601,15995.0,Peugeot,3008,2016,81000.0,Diesel,SUV,1.6,120.0
2602,13995.0,Volkswagen,Tiguan,2015,215918.7104,Diesel,SUV,2.0,110.0
2603,3950.0,Perodua,Myvi,2011,128747.2,Petrol,Hatchback,1.3,87.0
2604,21950.0,Lexus,RX,2012,136793.9,Petrol Hybrid,SUV,3.5,299.0
2605,35168.0,Renault,Captur,2022,0.0,Petrol,Crossover,1.0,90.0
2606,51878.0,Mercedes,Other,2022,0.0,Diesel,Coupe,2.0,
2607,3950.0,Toyota,Corolla,2008,228526.28,Petrol,Saloon,1.4,
2608,7350.0,Volkswagen,Polo,2014,200000.0,Petrol,Hatchback,1.0,60.0
2609,10950.0,Hyundai,i30,2014,108535.4989,Diesel,Hatchback,1.6,110.0
2610,1950.0,Mitsubishi,Lancer,2006,214042.22,Petrol,Saloon,1.3,
2611,45932.0,Ford,Kuga,2022,1.0,Hybrid,SUV,2.5,
2612,34950.0,Skoda,Kodiaq,2019,97308.7431,Diesel,SUV,2.0,150.0
2613,7500.0,KIA,Sportage,2011,255423.1794,Diesel,SUV,1.7,115.0
2614,800.0,Volvo,S40,2008,209214.2,Diesel,Saloon,1.6,
2615,3150.0,Ford,Focus,2011,296118.56,Diesel,Hatchback,1.6,109.0
2617,1750.0,Toyota,Corolla,2004,240058.8104,Petrol,Hatchback,1.4,
2618,20950.0,Audi,Q3,2017,157715.32,Diesel,SUV,2.0,
2619,13000.0,Audi,A3,2014,200599.403,Diesel,Hatchback,1.6,110.0
2620,20990.0,Volkswagen,Golf,2019,90464.0,Diesel,Hatchback,1.6,115.0
2621,22444.0,Ford,Kuga,2017,40000.0,Diesel,Hatchback,1.5,120.0
2622,14950.0,Nissan,Qashqai,2015,141621.92,Diesel,Hatchback,1.5,110.0
2623,39950.0,Audi,A6,2018,136793.9,Diesel Hybrid,Estate,2.0,
2624,19950.0,Skoda,Superb,2019,185074.1,Diesel,Saloon,2.0,150.0
2625,6950.0,Volvo,S60,2011,300938.5333,Diesel,Saloon,2.0,163.0
2626,9950.0,Mazda,6,2014,273755.1714,Diesel,Saloon,2.2,150.0
2627,8750.0,BMW,5-Series,2010,210000.0,Diesel,Saloon,2.0,
2628,19950.0,Toyota,RAV4,2016,199611.2682,Diesel,SUV,2.0,143.0
2629,44950.0,BMW,5-Series,2019,155587.7725,Diesel,Estate,2.0,
2630,22950.0,BMW,5-Series,2016,168980.7,Diesel,Saloon,2.0,190.0
