,Name,Price,Make,Model,Trim,Trim Level,Year,Mileage,Fuel Type,Transmission,Body Type,Engine Size (Litres),Power,Acceleration (0-100 km/h),Seats,Doors,Colour,Country of Registration,Previous Owners,Road Tax,NCT Expiry,EURO NCAP Safety Rating,Warranty,Battery Capacity,Horsepower,Machinery Type,Battery Range (up to)
1874,KIA RIO 2010 1.5 DIESEL NEW NCT 2/23,"€3,350",KIA,RIO,,,2010,"119,852 mi",Diesel,Manual,MPV,1.5 litre,,,5,5,Silver,Ireland,5,200,Feb 2023,,,,,,
1875,AUDI A3 2009 1.6 PETROL NEW NCT 6/23 LOW MILLAGE,"€4,450",Audi,A3,,,2009,"64,658 mi",Petrol,Manual,Hatchback,1.6 litre,,,5,3,Grey,Ireland,1,570,Jun 2023,,,,,,
1876,Mini digger,"€9,250",KOBELCO,,,,,,,,,,,,,,,,,,,,,,,Excavators,
1877,"Audi S6, 2021 S LINE QUATRO 344BHP","€87,950",Audi,S6,---,Base Trim,2021,---,Diesel,Automatic,Saloon,3.0 litre,435hp,5.2 sec,5,5,Grey,Ireland,---,600,May 2025,---,12 Month,,,,
1878,VOLVO S40 2009 1.6 NEW NCT 10/23,"€3,750",Volvo,S40,,,2009,"158,652 mi",Diesel,Manual,Saloon,1.6 litre,,,5,4,Blue,Ireland,3,270,Oct 2023,,,,,,
1879,BMW 640d 3013 NEW NCT 9/24 TAX 9/22,"€23,950",BMW,6-Series,M Sport,Luxury Trim,2013,"115,325 mi",Diesel,Automatic,Coupe,3.0 litre,313hp,5.5 sec,4,2,Black,Ireland,1,390,Sep 2024,---,,,,,
1880,INSIGNIA 2013 2.0 CTDI NEW NCT 6/23 TAX 200e,"€4,450",Vauxhall,Insignia,---,---,2013,"139,856 mi",Diesel,Manual,Hatchback,2.0 litre,---,---,5,5,Silver,Ireland,1,200,Jun 2023,---,,,,,
1881,2019 OPEL COMBO 1.5 3 SEATER,"€8,942",Opel,Combo,,,2019,---,Diesel,Manual,Van,1.5 litre,,,3,,,,,,,,,,,,
1882,CITROEN DISPATCH 2014 1.6 HDI NEW DOE,"€6,350",Citroen,Dispatch,,,2014,"193,852 mi",Diesel,Manual,Car Van,1.6 litre,,,3,,,,,,,,,,,,
1883,HONDA CIVIC 2008 2.2 DIESEL NEW NCT 3/23 TAX,"€2,450",Honda,Civic,,,2008,200 mi,Diesel,Manual,Hatchback,2.2 litre,,,5,5,Blue,Ireland,5,280,Mar 2023,,,,,,
1884,HIUNDAI IX35 2012 1.7 DIESEL NEW NCT 3/23,"€6,950",Hyundai,ix35,Executive,Medium Trim,2012,"179,852 mi",Diesel,Manual,SUV,1.7 litre,115hp,12.4 sec,5,5,Blue,Ireland,2,280,Mar 2023,5/5,,,,,
1885,BMW 520d 2012 SE NEW NCT 6/23,"€9,950",BMW,5-Series,SE,Base Trim,2012,"136,855 mi",Diesel,Manual,Saloon,2.0 litre,184hp,8.1 sec,5,4,Grey,Ireland,5,270,Jun 2023,5/5,,,,,
1886,RENAULT MEGANE 2010 1.6 PETROL NEW NCT 5/23,"€4,350",Renault,Megane,,,2010,"79,852 mi",Petrol,Manual,Hatchback,1.6 litre,,,5,5,Grey,Ireland,3,570,May 2023,,,,,,
1887,"Skoda Octavia, 2019 AMBITION 1.6D","€19,950",Skoda,Octavia,Ambition,Medium Trim,2019,"69,375 mi",Diesel,Manual,Saloon,1.6 litre,115hp,10.1 sec,5,4,White,Ireland,---,190,Jun 2023,5/5,6 Month,,,,
1888,Bmw 320d for sale read add,"€1,200",BMW,3-Series,,,2008,"175,000 mi",Diesel,---,Saloon,2.0 litre,,,5,---,Blue,Ireland,2,390,Sep 2022,,,,,,
1889,TOURAN 2008 1.9 TDI 7 SEATS NEW NCT 6/23,"€2,950",Volkswagen,Touran,,,2008,200 mi,Diesel,Manual,MPV,1.9 litre,,,7,5,Red,Ireland,3,570,Jun 2023,,,,,,
1890,Peugeot 5008 Automatic,"€4,100",Peugeot,5008,,,2010,"270,000 km",Diesel,Automatic,MPV,1.6 litre,,,7,5,Black,Ireland,---,---,---,,,,,,
1891,Nissan NV400,"€5,950",Nissan,NV400,,,2012,"200,000 mi",Diesel,---,Van,2.3 litre,,,3,,,,,,,,,,,,
1892,BMW 320D M-Sport,"€4,000",BMW,3-Series,,,2006,"197,000 mi",Diesel,Manual,Saloon,2.0 litre,,,5,4,Black,Ireland,8,710,May 2023,,,,,,
1893,"Toyota Hilux, 2016 3.0D INVINCIBLE","€23,000",Toyota,Hilux,---,---,2016,"85,000 mi",Diesel,Manual,Pick Up,3.0 litre,---,---,5,4,White,United Kingdom,1,---,---,---,12 Month,,,,
1894,Skoda Octavia Style 1.6tdi 115HP,"€24,900",Skoda,Octavia,Style,Medium Trim,2019,"30,719 mi",Diesel,Manual,Saloon,1.6 litre,115hp,10.1 sec,5,4,Grey,Ireland,1,190,Feb 2023,5/5,Available,,,,
1895,FORD TRANSIT 2011 115 T350,"€3,450",Ford,Transit,---,---,2011,"122,852 mi",Diesel,Manual,Van,2.4 litre,---,---,3,4,White,Ireland,1,333,May 2022,---,,,,,
1896,FORD S-MAX 2009 1.8 TDCI 7 SEATS,"€1,950",Ford,S-MAX,,,2009,250 mi,Diesel,Manual,MPV,1.8 litre,,,7,5,Grey,Ireland,3,570,Mar 2022,,,,,,
1897,FORD S-MAX 2009 1.8 TDCI 7 SRATS,"€1,950",Ford,Galaxy,,,2009,250 mi,Diesel,Manual,MPV,1.8 litre,,,7,5,Grey,Ireland,3,570,Mar 2022,,,,,,
1898,"Hyundai Tucson, 2016 COMFORT","€17,350",Hyundai,Tucson,Comfort Plus,Medium Trim,2016,"121,875 mi",Diesel,Manual,SUV,1.7 litre,115hp,13.7 sec,5,5,Blue,Ireland,---,200,Oct 2022,5/5,6 Month,,,,
1899,INSIGNIA 2013 2.0 CTDI  ECOFLEX NEW NCT 6/23,"€4,450",Opel,Insignia,---,---,2013,"139,852 mi",Diesel,Manual,Hatchback,2.0 litre,---,---,5,5,Silver,Ireland,2,200,Jun 2023,---,,,,,
1900,"Audi A4, 2018  LIMOUSINE 2.0TDI","€25,950",Audi,A4,SE,Medium Trim,2018,"101,000 mi",Diesel,Manual,Saloon,2.0 litre,150hp,8.9 sec,5,4,Grey,Ireland,---,190,Jul 2024,5/5,12 Month,,,,
1901,CORSA EXCLUSIVE 2011 1.2 CTDI NCT 4/23,"€3,950",Opel,Corsa,---,---,2011,200 mi,Diesel,Manual,Hatchback,1.2 litre,---,---,5,5,Silver,Ireland,1,180,Apr 2023,---,,,,,
1902,"Nissan X-Trail, 2016 1.6D SV -5 SEATS","€16,500",Nissan,X-Trail,SVE,Luxury Trim,2016,"116,988 mi",Diesel,Manual,SUV,1.6 litre,130hp,10.5 sec,5,4,Black,Ireland,---,270,Nov 2024,5/5,6 Month,,,,
1903,RENAULT GRAND SCENIC 2011 1.5 DIESEL NEW NCT 8/23,"€4,950",Renault,Grand Scenic,TOMTOM ED,Medium Trim,2011,"126,852 mi",Diesel,Manual,MPV,1.5 litre,110hp,13.3 sec,7,5,Black,Ireland,2,270,Aug 2023,---,,,,,
1904,"Hyundai ix35, 2012 PREMIUM","€8,950",Hyundai,ix35,Premium,Luxury Trim,2012,"121,000 mi",Diesel,Manual,SUV,1.7 litre,115hp,12.4 sec,5,5,Silver,Ireland,---,280,Mar 2024,5/5,3 Month,,,,
1905,"Mitsubishi Lancer, 2013","€7,850",Mitsubishi,Lancer,Intense,Base Trim,2013,"144,000 mi",Diesel,Manual,Saloon,1.8 litre,150hp,9.9 sec,5,4,Silver,Ireland,2,280,May 2023,5/5,3 Month,,,,
1906,FIAT COUPE 1999 2.0 16v 220 bhp NEW NCT 3/23,"€6,950",Ferrari,Other,,,1999,"189,852 mi",Petrol,Manual,Coupe,2.0 litre,,,4,3,Yellow,Ireland,2,710,Mar 2023,,,,,,
1907,Volkswagen Passat Highline 1.6tdi DSG,"€29,995",Volkswagen,Passat,Business,Medium Trim,2019,"90,001 km",Diesel,Manual,Saloon,1.6 litre,120hp,11.3 sec,5,4,Silver,Ireland,1,190,Mar 2023,5/5,12 Month,,,,
1908,"Skoda Fabia, 2018 AMBITION","€13,950",Skoda,Fabia,AMBITION,Medium Trim,2018,"63,750 mi",Petrol,Automatic,Hatchback,1.0 litre,110hp,9.8 sec,5,4,Red,Ireland,2,190,Apr 2024,5/5,6 Month,,,,
1909,FIAT COUPE 1999 2.0 16v TURBO 220 bhp NEW NCT 3/23,"€6,950",Fiat,Coupe,,,1999,"189,658 mi",Petrol,Manual,Coupe,2.0 litre,,,4,3,Yellow,Ireland,2,710,Mar 2023,,,,,,
1910,Volkswagen Golf Comfortline 1.6tdi,"€25,495",Volkswagen,Golf,Comfortline,Medium Trim,2019,"64,501 km",Diesel,Manual,Hatchback,1.6 litre,115hp,10.2 sec,5,5,Blue,Ireland,1,190,Jan 2023,---,12 Month,,,,
1911,"Renault Grand Scenic, 2018 DYNAMIQUE NAV","€22,950",Renault,Grand Scenic,DYNAMIQUE NAV,Medium Trim,2018,"85,650 mi",Diesel,Manual,MPV,1.5 litre,110hp,---,7,4,Grey,Ireland,3,190,Jan 2024,---,6 Month,,,,
1912,OPEL ASTRA 2010 1.7 DIESEL NEW NCT 7/23 TAX,"€4,350",Opel,Astra,,,2010,"164,582 mi",Diesel,Manual,Hatchback,1.7 litre,,,5,5,Blue,Ireland,4,270,Jul 2023,,,,,,
1913,2020 Renault Master FWD 2.3dci,"€19,450",Renault,Master,,,2020,"82,680 mi",Diesel,Manual,Van,2.3 litre,,,3,,,,,,,,,,,,
1914,JETTA 2007 1.6 PETROL NEW NCT 11/23 TAX,"€2,750",Volkswagen,Jetta,,,2007,"129,852 mi",Petrol,Manual,Saloon,1.6 litre,,,5,4,Blue,Ireland,2,514,Dec 2022,,,,,,
1915,Volkswagen Golf Highline 1.0tsi,"€23,995",Volkswagen,Golf,Highline,Medium Trim,2018,"46,001 km",Petrol,Manual,Hatchback,1.0 litre,110hp,9.9 sec,5,5,White,Ireland,2,200,Apr 2022,5/5,12 Month,,,,
1916,"Ford Focus, 2018 1.5TDI STYLE","€18,450",Ford,Focus,Style,Medium Trim,2018,"38,000 mi",Diesel,Manual,Hatchback,1.5 litre,95hp,12.0 sec,5,4,White,Ireland,1,180,May 2024,5/5,6 Month,,,,
1917,KIA Sportage K3 2020,"€33,950",KIA,Sportage,K3,Medium Trim,2020,---,Diesel,Manual,SUV,1.6 litre,115hp,11.8 sec,5,5,Black,Ireland,---,190,Mar 2024,5/5,,,,,
1918,Volkswagen Tiguan Highline 1.5tsi 150HP DSG,"€42,995",Volkswagen,Tiguan,Highline,Luxury Trim,2020,"19,001 km",Petrol,Automatic,SUV,1.5 litre,150hp,9.2 sec,5,5,Grey,Ireland,1,270,Jan 2024,5/5,12 Month,,,,
1919,Ford Focus 2.3 RS AWD 350 BHP,"€47,900",Ford,Focus,RS,Sports Trim,2017,"90,000 km",Petrol,Manual,Hatchback,2.3 litre,350hp,4.7 sec,5,4,White,Ireland,2,750,Sep 2023,5/5,3 Month,,,,
1920,"SEAT Ateca, 2017 (172)ATECA 1.6D ECO SE","€19,450",SEAT,Ateca,S,Base Trim,2017,"81,250 mi",Diesel,Manual,SUV,1.6 litre,115hp,11.5 sec,5,5,Grey,Ireland,2,200,Jul 2023,---,6 Month,,,,
1921,172 Ford Transit  Connect 1.5 LWB **NO VAT**,"€10,750",Ford,Transit Connect,,,2017,"168,000 km",Diesel,Manual,Van,1.5 litre,,,2,,,,,,,,,,,,
1922,"Volkswagen Golf, 2021 1.6D","€26,450",Volkswagen,Golf,Trendline,Base Trim,2021,"13,400 mi",Diesel,Manual,Estate,1.6 litre,115hp,10.2 sec,5,5,Red,Ireland,1,210,Jan 2025,5/5,12 Month,,,,
1923,"Nissan Qashqai, 2014 1.5DCI ACENTA PREMIUM","€13,950",Nissan,Qashqai,XE,Base Trim,2014,"126,000 mi",Diesel,Manual,Hatchback,1.5 litre,110hp,11.9 sec,5,5,Blue,Ireland,---,180,Jun 2023,5/5,6 Month,,,,
1924,"Nissan Qashqai, 2022 1.3 HYB","€33,950",Nissan,Qashqai,SV,Medium Trim,2022,"4,815 mi",Petrol,Manual,MPV,1.3 litre,140hp,10.2 sec,5,4,Blue,Ireland,---,270,Mar 2026,---,3 Month,,,,
1925,Volkswagen Tiguan R-line 2.0tdi,"€43,995",Volkswagen,Tiguan,R-Line,Luxury Trim,2020,"48,001 km",Diesel,Manual,SUV,2.0 litre,150hp,9.4 sec,5,5,White,Ireland,1,270,Jan 2024,5/5,12 Month,,,,
1926,"KIA Sportage, 2019 K2 1.6D","€23,950",KIA,Sportage,K2,Base Trim,2019,"81,000 mi",Diesel,Manual,SUV,1.6 litre,115hp,11.8 sec,5,5,Grey,Ireland,---,270,May 2023,5/5,2 Year,,,,
1927,"Honda Civic, 2014 1.6D SPORT","€11,550",Honda,Civic,SPORT,Sports Trim,2014,"163,000 km",Diesel,Manual,Hatchback,1.6 litre,120hp,10.5 sec,5,4,Beige,Ireland,4,180,Nov 2023,5/5,6 Month,,,,
1928,"Ford Focus, 2017 STYLE","€13,950",Ford,Focus,Style,Medium Trim,2017,"112,000 mi",Diesel,Manual,Hatchback,1.5 litre,95hp,12.0 sec,5,4,Grey,Ireland,---,180,Jul 2023,5/5,6 Month,,,,
1929,"Mazda 3, 2019 EXECUTIVE SE","€16,950",Mazda,3,EXECUTIVE SE,Medium Trim,2019,"86,500 mi",Diesel,Manual,Hatchback,1.5 litre,105hp,11.0 sec,5,4,Blue,Ireland,---,180,Feb 2023,5/5,12 Month,,,,
1930,"Mercedes-Benz E-Class, 2016 E220CDI","€23,950",Mercedes-Benz,E-Class,CLASSIC,Base Trim,2016,"85,000 mi",Diesel,Automatic,Saloon,2.1 litre,136hp,9.5 sec,5,4,Grey,Ireland,---,200,Mar 2024,5/5,12 Month,,,,
1931,Renault Captur SE Edition Naeb Tce  Service Plan,"€35,168",Renault,Captur,SE Edition,Luxury Trim,2022,0 km,Petrol,Manual,Crossover,1.0 litre,90hp,14.0 sec,5,5,Grey,Ireland,---,---,---,5/5,Available,,,,
1932,Mitsubishi Pajero 3.2 LWB Executive N1 5 Seat,"€29,950",Mitsubishi,Pajero,GLS,Base Trim,2015,"168,000 km",Diesel,Automatic,SUV,3.2 litre,200hp,11.1 sec,5,4,Brown,Ireland,4,1200,Feb 2023,---,Available,,,,
1933,"BMW 5-Series, 2017 520D SE(172)","€25,750",BMW,5-Series,SE,Base Trim,2017,"113,750 mi",Diesel,Automatic,Saloon,2.0 litre,190hp,7.5 sec,5,4,Blue,Ireland,1,190,Aug 2023,---,6 Month,,,,
1934,"2008 Vw Golf 1.4 Petrol GT, NEW NCT, NEW CLUTCH","€3,950",Volkswagen,Golf,,,2008,"266,581 km",Petrol,Manual,Hatchback,1.4 litre,,,5,5,White,Ireland,2,390,Dec 2022,,,,,,
1935,Passat,"€8,250",Volkswagen,Passat,HIGHLINE,Luxury Trim,2013,"216,000 mi",Diesel,Manual,Saloon,1.6 litre,105hp,12.2 sec,5,4,Black,Ireland,1,200,Mar 2024,5/5,,,,,
1936,Ford Transit Custom 2018,"€17,000",Ford,Transit Custom,,,2018,"120,000 mi",Diesel,Manual,Van,2.0 litre,,,3,,,,,,,,,,,,
1937,Kia Ceed 45000 miles,"£7,000",KIA,Ceed,---,---,2015,"45,085 mi",Diesel,Automatic,Hatchback,1.6 litre,---,---,5,5,White,United Kingdom,1,---,---,---,,,,,
1938,Mercedes-Benz CLA-Class 250e AMG Premium Phev  ma,"€47,450",Mercedes-Benz,CLA-Class,AMG Line,Sports Trim,2020,"46,000 km",Hybrid,Automatic,Coupe,1.3 litre,218hp,6.8 sec,5,4,Red,Ireland,1,---,---,5/5,Available,15.6 kWh,,,
1939,Citroen Berlingo Multispace 5 Seater 1.5 HDI 130,"€27,999",Citroen,Berlingo Multispace,---,---,2019,"42,000 mi",Diesel,Manual,MPV,1.5 litre,---,---,5,5,Red,Ireland,1,200,May 2023,---,12 Month,,,,
1940,Nissan Qashqai N-Connecta Panoramic Roof,"€23,495",Nissan,Qashqai,XE,Base Trim,2018,"59,000 mi",Diesel,Manual,Hatchback,1.5 litre,110hp,11.9 sec,5,5,Silver,Ireland,2,180,Apr 2024,5/5,6 Month,,,,
1941,Mercedes-Benz CLA-Class CLA 180d Progressive Auto,"€44,440",Mercedes-Benz,CLA-Class,Style,Base Trim,2020,"29,000 km",Diesel,Automatic,Saloon,1.5 litre,116hp,10.9 sec,5,4,Red,Ireland,2,180,Jul 2024,5/5,Available,,,,
1942,Mercedes-Benz E-Class Demo E220d Avantgarde 194bhp,No Price,Mercedes-Benz,E-Class,AVANTGARDE,Base Trim,2022,0 km,Diesel,Automatic,Saloon,2.0 litre,194hp,7.3 sec,5,4,Grey,Ireland,---,180,---,5/5,Available,,,,
1943,Mercedes-Benz E-Class E220d Avantgarde A/T,"€33,895",Mercedes-Benz,E-Class,AVANTGARDE,Base Trim,2018,"135,000 km",Diesel,Automatic,Saloon,2.0 litre,194hp,7.3 sec,5,4,Blue,Ireland,1,190,Feb 2022,5/5,Available,,,,
1944,2020 Volkswagen T-Roc 1.5L TSI,"€27,999",Volkswagen,T-Roc,Sport,Luxury Trim,2020,"38,000 mi",Petrol,Manual,SUV,1.5 litre,150hp,8.4 sec,5,5,Black,Ireland,1,200,Jul 2024,5/5,12 Month,,,,
1945,SEAT MII 1.0 75HP SE 2016 4DR //Immaculate//SATNAV,"€9,250",SEAT,MII,SE,Medium Trim,2016,"125,000 km",Petrol,Manual,Hatchback,1.0 litre,75hp,13.2 sec,4,4,Red,Ireland,1,190,Feb 2024,5/5,,,,,
1946,Fiat Hitachi Fh130/3 shipping weekly,€1,HITACHI,,,,,,,,,,,,,,,,,,,,,,,Excavators,
1947,2018 Jeep Compass Limited- 333€ tax,"€22,750",Jeep,Compass,Limited,Luxury Trim,2018,"77,500 km",Petrol,Automatic,SUV,2.4 litre,170hp,---,5,4,White,Ireland,---,---,Aug 2023,5/5,,,,,
1948,Renault Captur Iconic 1.5 Dci Automatic,"€19,999",Renault,Captur,---,---,2018,"30,000 mi",Diesel,Automatic,SUV,1.5 litre,---,---,5,5,Red,Ireland,1,200,Oct 2024,---,6 Month,,,,
1949,Volkswagen Tiguan Life 2.0tdi 150HP,"€43,400",Volkswagen,Tiguan,Life,Medium Trim,2021,"28,269 km",Diesel,Automatic,SUV,2.0 litre,150hp,9.4 sec,5,5,Black,Ireland,1,390,Jan 2025,5/5,Available,,,,
1950,Jaguar F- PACE 4 Wheel Drive / 2 Year Warranty,"€49,995",Jaguar,F-Pace,Prestige,Medium Trim,2019,"76,685 km",Diesel,Automatic,SUV,2.0 litre,180hp,9.0 sec,5,5,Blue,Ireland,1,570,Apr 2023,5/5,Available,,,,
1951,"Toyota Corolla, 2008","€2,995",Toyota,Corolla,,,2008,"256,000 km",Petrol,Manual,Saloon,1.4 litre,,,5,4,Silver,Ireland,1,---,Mar 2023,,,,,,
1952,"Volkswagen Caddy, 2014 (WHEELCHAIR ASSESABLE)","€12,995",Volkswagen,Caddy,TRENDLINE BLUEMOTION,Base Trim,2014,"40,000 mi",Diesel,Manual,MPV,1.6 litre,75hp,17.6 sec,5,5,Silver,Ireland,4,---,Jan 2023,---,12 Month,,,,
1953,"Alfa Romeo Giulietta, 2011","€5,995",Alfa Romeo,Giulietta,Veloce,Luxury Trim,2011,"124,000 mi",Diesel,Manual,Hatchback,1.6 litre,105hp,11.3 sec,5,5,Red,Ireland,---,200,Sep 2023,5/5,12 Month,,,,
1954,"Hyundai ix20, 2011 (1 YEARS WARRANTY)","€4,795",Hyundai,ix20,---,Base Trim,2011,"220,000 km",Diesel,Manual,MPV,1.4 litre,90hp,14.5 sec,5,5,Black,Ireland,2,200,Jun 2023,---,12 Month,,,,
1955,"Peugeot 308, 2011","€4,495",Peugeot,308,S,Base Trim,2011,"116,000 mi",Petrol,Manual,Hatchback,1.4 litre,95hp,14.3 sec,5,5,Grey,Ireland,---,390,Nov 2023,---,3 Month,,,,
1956,"Renault Grand Megane, 2013","€3,250",Renault,Grand Megane,EXPRESSION,Base Trim,2013,"355,000 km",Diesel,Manual,Estate,1.5 litre,90hp,12.9 sec,5,4,White,Ireland,1,190,Jun 2023,---,,,,,
1957,BMW 5 Series 530e M Sport Iperformance Saloon,"€43,950",BMW,5-Series,M Sport,Sports Trim,2018,"41,116 km",Hybrid,Automatic,Saloon,2.0 litre,252hp,6.2 sec,5,4,Blue,Ireland,---,170,---,5/5,2 Year,---,,,
1958,"Nissan Micra, 2016 (1 YEARS WARRANTY)","€9,995",Nissan,Micra,---,Base Trim,2016,"89,000 km",Petrol,Automatic,Hatchback,1.2 litre,80hp,14.5 sec,5,5,White,Ireland,---,200,Jul 2024,4/5,12 Month,,,,
1959,"Mercedes-Benz SLK-Class, 2013","€18,995",Mercedes-Benz,SLK-Class,SPORT,Sports Trim,2013,"144,000 km",Diesel,Automatic,Convertible,2.1 litre,204hp,6.7 sec,2,2,Grey,Ireland,2,280,Jul 2023,---,12 Month,,,,
1960,Nissan micra 2016( 2 YEAR WARRANTY,"€9,995",Nissan,Micra,---,Base Trim,2016,"89,000 km",Petrol,Automatic,Hatchback,1.0 litre,80hp,14.5 sec,5,5,White,Other,---,200,Jun 2024,4/5,2 Year,,,,
1961,"BMW 3-Series, 2013 (1 YEARS WARRANTY","€12,995",BMW,3-Series,SPORT,Sports Trim,2013,"133,000 mi",Diesel,Manual,Estate,2.0 litre,143hp,9.2 sec,5,5,Black,Ireland,---,270,Jun 2024,5/5,12 Month,,,,
1962,"Mazda CX-5, 2013 (1 Years Warranty)","€9,995",Mazda,CX-5,Executive,Base Trim,2013,"202,000 km",Diesel,Manual,SUV,2.2 litre,150hp,9.2 sec,5,4,Red,Ireland,3,200,May 2023,---,12 Month,,,,
1963,Honda civic (Ek)  Rally car 🔥🔥,"€19,850",Honda,HONDA CIVIC,,,1997,---,Petrol,Manual,Hatchback,---,,,,,,,,,,,,,,,
1964,Audi A4 breaking,"€1,234",Audi,A4,,,2008,---,Diesel,---,Saloon,2.0 litre,,,5,4,Grey,Ireland,7,390,Aug 2021,,,,,,
1965,Subaru Impreza Version 4 V-Limited 1998 531/555,"€49,800",Subaru,Impreza,,,1998,"43,000 km",Petrol,Manual,---,2.0 litre,,,2,2,Blue,Ireland,---,---,Aug 2022,,Available,,,,
1966,Renault Trafic LL29 ENERGY DCI 125 *VAT INCLUSIVE*,"€16,950",Renault,Trafic,,,2017,"123,777 mi",Diesel,Manual,Transporter,1.6 litre,,,3,,,,,,,,,,,,
1967,1990 Volkswagen Golf GTI,"€19,800",Volkswagen,Golf,,,1990,"85,000 km",Petrol,Manual,Hatchback,1.8 litre,,,5,2,Red,Ireland,---,50,Jun 2019,,Available,,,,
1968,1998 BMW M3 Evolution 3.2 👑,"€28,700",BMW,M3,,,1998,"109,000 mi",Petrol,Manual,Coupe,3.2 litre,,,5,2,Blue,UK,---,---,---,,,,,,
1969,"Honda Civic, 2012 1 YEAR WARRANTY","€6,995",Honda,Civic,ES,Medium Trim,2012,"207,000 km",Diesel,Manual,Hatchback,2.2 litre,150hp,8.5 sec,5,4,Beige,Ireland,1,190,Jan 2024,---,12 Month,,,,
1970,1987 BMW E30 M3 With Track/ Race /Rally/Road,"€67,800",BMW,M3,,,1987,"67,000 mi",Petrol,Manual,Saloon,---,,,2,2,Black,Ireland,---,50,---,,,,,,
1971,Toyota Yaris 2016 NEW NCT 2 YEAR WARRANTY,"€10,995",Toyota,Yaris,Terra,Medium Trim,2016,"129,000 km",Petrol,Automatic,Hatchback,1.0 litre,68hp,12 sec,5,5,White,Ireland,---,180,May 2024,---,2 Year,,,,
1972,2019 MITSUBISHI L200 2.4 D-ID WARRIOR,"€28,700",Mitsubishi,L200,,,2019,"89,000 mi",Diesel,Automatic,Double Cab Pickup,2.4 litre,,,5,,,,,,,,,,,,
1973,"Opel Corsa, 2016  2 YEARS WARRANTY)","€9,995",Opel,Corsa,S,Base Trim,2016,"79,000 km",Petrol,Manual,Hatchback,1.2 litre,70hp,16.0 sec,5,5,Red,Ireland,---,270,Nov 2024,4/5,12 Month,,,,
1974,JCB 560-80 AGRI PLUS,"€69,900",JCB,,,,,,,,,,,,,,,,,,,,,,,Teleporters,
1975,"Chrysler Compass, 2013 (1 YEARS WARRANTY)","€8,995",Chrysler,Compass,---,---,2013,"50,000 mi",Petrol,Manual,Estate,2.0 litre,---,---,5,5,Black,Ireland,2,750,Aug 2023,---,12 Month,,,,
1976,"Citroen C4 Picasso, 1.6HDi Airdream Exclusive 2015","€12,900",Citroen,C4 Picasso,Exclusive,Luxury Trim,2015,"112,911 km",Diesel,Manual,Hatchback,1.6 litre,115hp,11.3 sec,5,4,Silver,Ireland,2,190,Oct 2023,5/5,3 Month,,,,
1977,"Ford Kuga, 2014","€13,995",Ford,Kuga,Titanium,Luxury Trim,2014,"70,000 mi",Diesel,Manual,SUV,2.0 litre,140hp,10.6 sec,5,5,Silver,Ireland,3,280,Jan 2024,5/5,12 Month,,,,
1978,Toyota Sai (2013) 1 YEARS WARRANTY,"€11,995",Toyota,SAI,---,---,2013,"149,000 km",Hybrid,Automatic,Saloon,2.4 litre,---,---,5,---,Blue,Other,---,---,Jul 2024,---,12 Month,---,,,
1979,"Ford Focus, 2017","€14,995",Ford,Focus,---,Base Trim,2017,"68,000 km",Diesel,Manual,Saloon,1.5 litre,95hp,12.0 sec,5,4,Blue,Ireland,---,180,Jul 2023,---,2 Year,,,,
1980,"SEAT Altea, 2015","€9,995",SEAT,Altea,SE,Base Trim,2015,"118,000 km",Diesel,Manual,MPV,1.6 litre,105hp,12.4 sec,5,4,Grey,Ireland,3,200,May 2023,---,12 Month,,,,
1981,"Nissan Qashqai+2, 2012","€6,995",Nissan,Qashqai+2,XE,Base Trim,2012,"229,000 km",Diesel,Manual,MPV,1.5 litre,110hp,13.2 sec,7,4,Silver,Ireland,3,280,Mar 2023,---,12 Month,,,,
1982,"Citroen C4 Picasso, 2011","€4,995",Citroen,C4 Picasso,VTR+,Medium Trim,2011,"210,000 km",Diesel,Automatic,MPV,1.6 litre,110hp,12.5 sec,7,5,Black,Ireland,4,280,Oct 2023,---,12 Month,,,,
1983,1995 Subaru Impreza Version 2 ABSOLUTELY MINT💥,"€23,800",Subaru,Impreza,,,1995,"119,000 mi",Petrol,Manual,Saloon,2.0 litre,,,5,4,White,Ireland,---,---,Sep 2023,,,,,,
1984,Subaru Impreza 98 Type-Ra  wrc edition no. 400,"€32,700",Subaru,Impreza,,,1998,"119,000 mi",Petrol,Manual,Saloon,2.0 litre,,,5,4,Blue,---,---,---,---,,,,,,
1985,98 Type-R  v-limited  wrc edition no.0327/1000,"€48,700",Subaru,Impreza,,,1998,"59,000 km",Petrol,Manual,Coupe,0.2 litre,,,---,2,Blue,Ireland,---,1,Jan 2022,,3 Month,,,,
1986,"Mercedes-Benz C-Class, 2009 TRADE SALE","€2,295",Mercedes-Benz,C-Class,,,2009,"270,000 km",Petrol,Manual,Saloon,1.6 litre,,,5,4,Black,Ireland,6,570,Jan 2022,,,,,,
1987,2010 Honda CR-Z 1.5 Petrol Hybrid Automatic,"€6,995",Honda,CR-Z,,,2010,"118,000 mi",Petrol Hybrid,Automatic,Coupe,1.5 litre,,,4,3,White,Ireland,---,190,Jan 2023,,Available,,,,
1988,Brand New Motocross Stomp Bikes (Dirt & Pit Bikes),"€1,400",Yamaha,YZ,,,2021,---,,,,---,,,,,,,,,,,,,,,
